brand,model,car_name,price,year,hand_num,horse_power,4x4,fuel_type,engine_volume,valid_test,magnesium_wheels,distance_control,economical,adaptive_cruise_control,cruise_control,brand_normalized,brand_group,brand_raw,model_raw
toyota,corolla,Toyota Corolla,9500.0,2007,3,110.0,0,petrol,1.6,0,0,0,0,0,0,toyota,Budget,Toyota,Corolla
hyundai,i30,Hyundai i30,16500.0,2009,2,126.0,0,petrol,1.6,0,0,0,0,0,0,hyundai,Budget,Hyundai,i30
ford,focus,Ford Focus,14900.0,2012,2,125.0,0,petrol,1.6,0,0,0,0,0,0,ford,Other,Ford,Focus
hyundai,sonata hybrid,Hyundai Sonata Hybrid,62000.0,2016,3,154.0,0,hybrid,2.0,0,0,0,0,0,0,hyundai,Budget,Hyundai,Sonata Hybrid
alfa romeo,giulietta,Alfa Romeo Giulietta,61000.0,2017,3,170.0,0,petrol,1.4,0,0,0,0,0,0,alfa romeo,Other,Alfa Romeo,Giulietta
subaru,forester,Subaru Forester,6000.0,2019,2,182.0,1,petrol,2.5,0,1,0,0,1,1,subaru,Other,Subaru,Forester
hyundai,ix35,Hyundai iX35,37000.0,2012,3,163.0,0,petrol,2.0,1,1,0,0,0,0,hyundai,Budget,Hyundai,iX35
skoda,kodiaq,Skoda Kodiaq,110000.0,2019,1,150.0,0,petrol,1.5,0,0,1,0,1,1,skoda,Budget,Skoda,Kodiaq
hyundai,elantra,Hyundai Elantra (2016 onwards),2900.0,2017,2,127.0,0,petrol,1.6,1,0,1,0,0,0,hyundai,Budget,Hyundai,Elantra
mercedes-benz,a-class,Mercedes A-Class,199000.0,2022,2,160.0,0,hybrid,1.3,0,1,0,0,0,0,mercedes,Luxury,Mercedes,A-Class
skoda,superb,Skoda Superb (until 2019),19999.0,2012,3,160.0,0,petrol,1.8,1,1,0,0,0,0,skoda,Budget,Skoda,Superb
honda,insight,Honda Insight,13500.0,2009,6,88.0,0,hybrid,1.3,0,1,0,0,0,0,honda,Budget,Honda,Insight
kia,optima,Kia Optima / Optima,4999.0,2018,2,156.0,0,hybrid,2.0,0,0,1,0,1,1,kia,Budget,Kia,Optima
citroen,jumpy,Citroen Jumpy short/medium,166000.0,2021,1,140.0,0,diesel,2.0,0,0,1,1,0,0,citroen,Other,Citroen,Jumpy
fiat,ducato,Fiat Ducato long,79000.0,2017,1,150.0,0,diesel,2.3,0,0,0,0,0,0,fiat,Budget,Fiat,Ducato
bmw,3 series,BMW 3 Series,49900.0,2012,2,184.0,0,petrol,2.0,0,1,0,1,0,0,bmw,Luxury,BMW,3 Series
lexus,nx,Lexus NX,194990.0,2020,2,155.0,1,hybrid,2.5,0,0,1,0,1,1,lexus,Luxury,Lexus,NX
hyundai,i20,Hyundai i20,21500.0,2010,3,100.0,0,petrol,1.4,1,0,0,0,0,0,hyundai,Budget,Hyundai,i20
fiat,ducato,Fiat Ducato short/medium,126000.0,2020,1,140.0,0,diesel,2.3,1,0,0,0,0,0,fiat,Budget,Fiat,Ducato
skoda,superb,Skoda Superb (2019 onwards),99900.0,2020,1,150.0,0,petrol,1.5,0,0,1,0,1,1,skoda,Budget,Skoda,Superb
mercedes-benz,b-class,Mercedes B-Class Taxi,51000.0,2020,1,150.0,0,diesel,2.0,0,1,0,1,0,0,mercedes,Luxury,Mercedes,B-Class
kia,sportage,Kia Sportage,59900.0,2016,3,155.0,0,petrol,2.0,0,1,1,0,0,0,kia,Budget,Kia,Sportage
audi,q5,Audi Q5,45000.0,2011,4,211.0,1,petrol,2.0,0,0,0,0,0,0,audi,Luxury,Audi,Q5
mazda,3,Mazda 3,45000.0,2017,4,120.0,0,petrol,1.5,0,0,0,0,0,0,mazda,Other,Mazda,3
bmw,x3,BMW X3,195000.0,2018,2,252.0,1,petrol,2.0,0,0,0,0,0,0,bmw,Luxury,BMW,X3
skoda,octavia,Skoda Octavia,105000.0,2019,3,190.0,0,petrol,2.0,0,0,0,0,0,0,skoda,Budget,Skoda,Octavia
audi,q5,Audi Q5,170000.0,2018,2,252.0,1,petrol,2.0,0,0,0,0,0,0,audi,Luxury,Audi,Q5
dodge,caliber,Dodge Caliber,29000.0,2012,1,154.0,0,petrol,2.0,0,0,0,0,0,0,dodge,Other,Dodge,Caliber
seat,ibiza,seat Ibiza,37000.0,2018,2,95.0,0,petrol,1.0,0,0,0,0,0,0,seat,Budget,Seat,Ibiza
audi,tt,Audi TT,15000.0,2011,3,211.0,0,petrol,2.0,0,0,0,0,0,0,audi,Luxury,Audi,TT
kia,picanto,Kia Picanto,32000.0,2015,1,85.0,0,petrol,1.2,0,0,0,0,0,0,kia,Budget,Kia,Picanto
mitsubishi,space star,Mitsubishi Space Star,22500.0,2014,4,80.0,0,petrol,1.2,0,0,0,0,0,0,mitsubishi,Other,Mitsubishi,Space Star
mercedes-benz,c-class,Mercedes C-Class Taxi,65000.0,2020,2,194.0,0,diesel,2.0,0,0,0,0,0,0,mercedes,Luxury,Mercedes,C-Class
mitsubishi,outlander,Mitsubishi Outlander,62000.0,2013,2,150.0,1,diesel,2.3,0,0,0,0,0,0,mitsubishi,Other,Mitsubishi,Outlander
kia,picanto,Kia Picanto,75525.0,2021,2,84.0,0,petrol,1.2,0,0,0,0,0,0,kia,Budget,Kia,Picanto
nissan,altima,Nissan Altima,38900.0,2017,2,182.0,0,petrol,2.5,0,0,0,0,0,0,nissan,Budget,Nissan,Altima
chevrolet,spark,Chevrolet Spark,5000.0,2017,1,98.0,0,electric,1.4,0,0,0,0,0,0,chevrolet,Budget,Chevrolet,Spark
renault,kangoo,The new Renault Kangoo,35000.0,2016,3,105.0,0,petrol,1.6,1,0,0,0,0,0,renault,Budget,Renault,Kangoo
lexus,rx350,Lexus RX350,129990.0,2016,3,301.0,1,petrol,3.5,0,0,1,0,1,1,lexus,Luxury,Lexus,RX350
nissan,qashqai,Nissan Qashqai,89900.0,2018,1,130.0,0,diesel,1.6,0,0,1,0,0,0,nissan,Budget,Nissan,Qashqai
bmw,4 series,BMW 4 Series,105000.0,2016,4,184.0,0,petrol,2.0,0,1,1,0,0,0,bmw,Luxury,BMW,4 Series
saic,tge,Mann TGE,156000.0,2023,0,177.0,0,petrol,2.0,0,0,1,0,0,0,saic,Other,SAIC,TGE
mini,countryman,Mini Countryman,92900.0,2017,2,136.0,0,petrol,1.5,0,0,0,0,1,1,mini,Other,MINI,Countryman
audi,a1,Audi A1,27900.0,2011,7,122.0,0,petrol,1.4,1,1,0,0,0,0,audi,Luxury,Audi,A1
dacia,sandero,Dacia Sandro,33900.0,2018,1,90.0,0,petrol,0.9,0,0,1,1,0,0,dacia,Budget,Dacia,Sandro
chevrolet,traverse,Chevrolet Traverse,59900.0,2013,2,281.0,0,electric,3.6,0,0,0,0,0,0,chevrolet,Budget,Chevrolet,Traverse
ford,s-max,Ford S-Max,15000.0,2011,5,240.0,0,petrol,2.0,0,0,0,0,0,0,ford,Other,Ford,S-Max
saic,zs,If. G. / MG ZS,60000.0,2019,2,111.0,0,petrol,1.0,0,0,0,0,0,0,saic,Other,SAIC,ZS
infiniti,g37,Infiniti G37,79500.0,2013,2,315.0,0,petrol,3.7,0,0,0,0,0,0,infiniti,Other,Infiniti,G37
peugeot,206,Peugeot 206,8500.0,2006,1,75.0,0,petrol,1.4,0,0,0,0,0,0,peugeot,Other,Peugeot,206
nissan,micra,Nissan Micra,23000.0,2015,2,80.0,0,petrol,1.2,0,0,0,0,0,0,nissan,Budget,Nissan,Micra
hyundai,i25,Hyundai i25,49500.0,2018,2,100.0,0,petrol,1.4,0,0,0,0,0,0,hyundai,Budget,Hyundai,i25
kia,ceed,Kia CEED / CEED,18500.0,2013,2,135.0,0,petrol,1.6,0,0,0,0,0,0,kia,Budget,Kia,CEED
volkswagen,golf,Volkswagen Golf,19500.0,2010,3,122.0,0,petrol,1.4,0,0,0,0,0,0,volkswagen,Other,Volkswagen,Golf
tesla,model 3,Tesla Model 3,200000.0,2022,2,498.0,1,electric,,0,0,0,0,0,0,tesla,Luxury,Tesla,Model 3
mitsubishi,outlander,Mitsubishi Outlander,77000.0,2016,3,150.0,0,petrol,2.0,0,0,0,0,0,0,mitsubishi,Other,Mitsubishi,Outlander
dodge,ram,Dodge Ram short,59000.0,2014,3,370.0,1,diesel,6.7,0,0,0,0,0,0,dodge,Other,Dodge,Ram
infiniti,q50,Infiniti Q50,49900.0,2014,7,211.0,0,petrol,2.0,0,1,0,1,0,0,infiniti,Other,Infiniti,Q50
skoda,kamik,Skoda Kamik,74000.0,2020,1,115.0,0,petrol,1.0,1,0,0,0,0,0,skoda,Budget,Skoda,Kamik
toyota,corolla hybrid,Toyota Corolla Hybrid,79500.0,2019,1,98.0,0,hybrid,1.8,0,0,0,1,0,0,toyota,Budget,Toyota,Corolla Hybrid
mazda,2,Mazda 2,79000.0,2021,2,116.0,0,petrol,1.5,0,1,1,0,0,0,mazda,Other,Mazda,2
bmw,3 series,BMW 3 Series,68000.0,2016,3,136.0,0,petrol,1.5,0,1,1,0,0,0,bmw,Luxury,BMW,3 Series
mitsubishi,triton,Mitsubishi Triton / L200 4X4,7000.0,2017,2,154.0,1,diesel,2.4,0,1,1,0,0,0,mitsubishi,Other,Mitsubishi,Triton / L200 4X4
chevrolet,captiva,Chevrolet Captiva,16300.0,2012,2,182.0,0,electric,2.4,0,0,0,0,0,0,chevrolet,Budget,Chevrolet,Captiva
mazda,2,Mazda 2,23500.0,2012,2,103.0,0,petrol,1.5,0,0,0,0,0,0,mazda,Other,Mazda,2
toyota,corolla,Toyota Corolla,16000.0,2009,4,124.0,0,petrol,1.6,0,0,0,0,0,0,toyota,Budget,Toyota,Corolla
hyundai,tarakan,Hyundai Tarakan,27000.0,2006,5,165.0,1,diesel,2.9,0,0,0,0,0,0,hyundai,Budget,Hyundai,Tarakan
suzuki,sx4,Suzuki SX4 crossover,38000.0,2016,1,118.0,0,petrol,1.6,0,0,0,0,0,0,suzuki,Budget,Suzuki,SX4 crossover
hyundai,i10,Hyundai i10,38000.0,2015,1,66.0,0,petrol,1.0,0,0,0,0,0,0,hyundai,Budget,Hyundai,i10
honda,jazz,Honda Jazz,8700.0,2007,1,83.0,0,petrol,1.3,0,0,0,0,0,0,honda,Budget,Honda,Jazz
skoda,kodiaq,Skoda Kodiaq,135000.0,2019,3,150.0,0,diesel,2.0,0,0,0,0,0,0,skoda,Budget,Skoda,Kodiaq
toyota,land cruiser,Toyota Land Cruiser short,25000.0,2018,3,177.0,1,diesel,2.8,0,0,0,0,0,0,toyota,Budget,Toyota,Land Cruiser
tesla,model 3,Tesla Model 3,182000.0,2021,2,513.0,1,electric,,0,0,0,0,0,0,tesla,Luxury,Tesla,Model 3
kia,picanto,Kia Picanto,29800.0,2015,2,85.0,0,petrol,1.2,0,0,0,0,0,0,kia,Budget,Kia,Picanto
opel,astra,Opel Astra,30000.0,2016,1,140.0,0,petrol,1.4,0,0,0,0,0,0,opel,Other,Opel,Astra
toyota,sequoia,Toyota Sequoia,13000.0,2008,2,381.0,1,petrol,5.8,0,0,0,0,0,0,toyota,Budget,Toyota,Sequoia
toyota,auris hybrid,Toyota Auris Hybrid,72400.0,2016,2,99.0,0,hybrid,1.8,0,0,0,0,0,0,toyota,Budget,Toyota,Auris Hybrid
mitsubishi,pajero,Mitsubishi Pajero long,5000.0,2002,8,165.0,1,diesel,3.2,0,0,0,0,0,0,mitsubishi,Other,Mitsubishi,Pajero
mitsubishi,grandis,Mitsubishi Grandis,25000.0,2008,3,165.0,0,petrol,2.4,0,0,0,0,0,0,mitsubishi,Other,Mitsubishi,Grandis
mazda,cx-5,Mazda CX-5,83000.0,2018,4,165.0,0,petrol,2.0,0,0,0,0,0,0,mazda,Other,Mazda,CX-5
hyundai,elantra,Hyundai Elantra (2016 onwards),65000.0,2018,2,127.0,0,petrol,1.6,0,0,0,0,0,0,hyundai,Budget,Hyundai,Elantra
renault,kangoo,The new Renault Kangoo,3000.0,2015,3,105.0,0,petrol,1.6,0,0,0,0,0,0,renault,Budget,Renault,Kangoo
peugeot,2008,Peugeot 2008,40000.0,2017,1,110.0,0,petrol,1.2,0,0,0,0,0,0,peugeot,Other,Peugeot,2008
nissan,qashqai,Nissan Qashqai,65000.0,2016,2,115.0,0,petrol,1.2,0,1,1,0,0,0,nissan,Budget,Nissan,Qashqai
chevrolet,traverse,Chevrolet Traverse,8000.0,2022,1,310.0,0,electric,3.6,0,1,1,0,0,0,chevrolet,Budget,Chevrolet,Traverse
renault,megane grand coupe,Renault Megane Grand Coupe,55000.0,2019,4,110.0,0,diesel,1.5,0,1,1,0,0,0,renault,Budget,Renault,Megane Grand Coupe
kia,picanto,Kia Picanto,59000.0,2020,1,84.0,0,petrol,1.2,1,0,1,0,0,0,kia,Budget,Kia,Picanto
mercedes-benz,a-class,Mercedes A-Class,39500.0,2024,0,218.0,0,hybrid,1.3,0,1,1,0,0,0,mercedes,Luxury,Mercedes,A-Class
honda,civic,The new Honda Civic hatchback,22900.0,2010,4,140.0,0,petrol,1.8,1,1,0,0,0,0,honda,Budget,Honda,Civic
hyundai,tucson,Hyundai Tucson,62900.0,2016,2,155.0,0,petrol,2.0,1,1,0,0,0,0,hyundai,Budget,Hyundai,Tucson
byd,atto 3,BYD ATTO 3,139900.0,2023,1,204.0,0,electric,,0,0,1,0,1,1,byd,Other,BYD,ATTO 3
skoda,fabia,Skoda Fabia,69000.0,2019,1,110.0,0,petrol,1.0,1,0,0,0,0,0,skoda,Budget,Skoda,Fabia
hyundai,getz,Hyundai Getz,10500.0,2008,3,97.0,0,petrol,1.4,1,0,0,0,0,0,hyundai,Budget,Hyundai,Getz
kia,niro hybrid,Kia Niro Hybrid,82000.0,2019,2,141.0,0,hybrid,1.6,0,1,1,0,0,0,kia,Budget,Kia,Niro Hybrid
bmw,x5,BMW X5,199000.0,2018,2,313.0,1,hybrid,2.0,0,0,1,0,0,0,bmw,Luxury,BMW,X5
kia,sportage,Kia Sportage,99000.0,2020,1,177.0,0,petrol,1.6,0,0,1,0,1,1,kia,Budget,Kia,Sportage
audi,s8,Audi S8,139900.0,2013,3,520.0,1,petrol,4.0,1,1,0,0,0,0,audi,Luxury,Audi,S8
suzuki,alto,Suzuki Alto,11575.0,2009,1,67.0,0,petrol,1.0,0,0,0,0,0,0,suzuki,Budget,Suzuki,Alto
suzuki,vitara,Suzuki Vitra,78000.0,2018,1,120.0,1,petrol,1.6,0,0,0,0,0,0,suzuki,Budget,Suzuki,Vitra
fiat,ducato,Fiat Ducato short/medium,21000.0,2012,3,130.0,0,diesel,2.3,0,0,0,0,0,0,fiat,Budget,Fiat,Ducato
kia,sportage,Kia Sportage,92000.0,2020,1,136.0,0,diesel,1.6,0,0,0,0,0,0,kia,Budget,Kia,Sportage
renault,clio,Renault Clio 4th generation (2013-2019),1500.0,2017,2,118.0,0,petrol,1.2,0,0,0,0,0,0,renault,Budget,Renault,Clio
toyota,corolla hybrid,Toyota Corolla Hybrid,98000.0,2019,2,98.0,0,petrol,1.8,0,0,0,0,0,0,toyota,Budget,Toyota,Corolla Hybrid
bmw,1 series,BMW 1 Series,7000.0,2021,2,136.0,0,petrol,1.5,0,0,0,0,0,0,bmw,Luxury,BMW,1 Series
honda,cr-v,Honda CR-V,61500.0,2013,2,155.0,1,petrol,2.0,0,0,0,0,0,0,honda,Budget,Honda,CR-V
citroën,berlingo,Citroen Berlingo 2nd generation (2008-2019),1900.0,2016,3,100.0,0,diesel,1.6,0,0,0,0,0,0,citroen,Other,Citroen,Berlingo
ford,transit,Ford Transit,36900.0,2011,2,115.0,0,diesel,2.4,0,0,0,0,0,0,ford,Other,Ford,Transit
mini,cooper,mini cooper,155000.0,2021,2,178.0,0,petrol,2.0,0,0,0,0,0,0,mini,Other,MINI,Cooper
dodge,ram,Dodge Ram short,119000.0,2018,1,370.0,1,diesel,6.7,0,0,0,0,0,0,dodge,Other,Dodge,Ram
mazda,3,Mazda 3,13000.0,2006,4,150.0,0,petrol,2.0,0,0,0,0,0,0,mazda,Other,Mazda,3
skoda,kodiaq,Skoda Kodiaq,110000.0,2019,2,150.0,0,petrol,1.5,0,0,0,0,0,0,skoda,Budget,Skoda,Kodiaq
honda,civic,The new Honda Civic hatchback,1500.0,2009,3,140.0,0,petrol,1.8,0,0,0,0,0,0,honda,Budget,Honda,Civic
opel,astra,Opel Astra,10800.0,2013,3,140.0,0,petrol,1.4,0,0,0,0,0,0,opel,Other,Opel,Astra
peugeot,308,Peugeot 308,4000.0,2016,2,130.0,0,petrol,1.2,0,0,0,0,0,0,peugeot,Other,Peugeot,308
nissan,qashqai,Nissan Qashqai,49000.0,2015,2,115.0,0,petrol,1.2,0,1,0,1,0,0,nissan,Budget,Nissan,Qashqai
seat,ibiza,seat Ibiza,43000.0,2015,1,105.0,0,petrol,1.2,1,1,0,0,0,0,seat,Budget,Seat,Ibiza
hyundai,elantra,Hyundai Elantra (2016 onwards),47900.0,2016,3,127.0,0,petrol,1.6,1,0,1,0,0,0,hyundai,Budget,Hyundai,Elantra
kia,picanto,Kia Picanto,74000.0,2022,1,84.0,0,petrol,1.2,0,1,1,0,0,0,kia,Budget,Kia,Picanto
renault,trafic,Renault Trafic is long,44900.0,2017,2,125.0,0,diesel,1.6,0,0,1,1,0,0,renault,Budget,Renault,Trafic
audi,a6,Audi A6,69000.0,2014,2,180.0,0,petrol,2.0,0,1,0,0,0,0,audi,Luxury,Audi,A6
hyundai,getz,Hyundai Getz,12500.0,2008,2,97.0,0,petrol,1.4,1,0,0,0,0,0,hyundai,Budget,Hyundai,Getz
renault,master,Renault Master long,129000.0,2021,1,150.0,0,diesel,3.5,0,0,0,0,0,0,renault,Budget,Renault,Master
mercedes-benz,b-class,Mercedes B-Class,95000.0,2022,1,150.0,0,diesel,2.0,0,1,1,0,0,0,mercedes,Luxury,Mercedes,B-Class
subaru,crosstrek,Subaru XV,59500.0,2018,2,114.0,1,petrol,1.6,0,1,1,0,0,0,subaru,Other,Subaru,XV
skoda,superb,Skoda Superb (until 2019),5000.0,2019,3,272.0,1,petrol,2.0,0,0,1,0,1,1,skoda,Budget,Skoda,Superb
citroën,berlingo,Citroen Berlingo 2nd generation (2008-2019),45000.0,2017,3,100.0,0,diesel,1.6,0,0,1,1,0,0,citroen,Other,Citroen,Berlingo
hyundai,ioniq 5,Hyundai Ioniq 5,174888.0,2022,1,217.0,0,electric,,0,1,1,0,0,0,hyundai,Budget,Hyundai,Ioniq 5
infiniti,qx30,Infiniti QX30,6000.0,2020,2,211.0,0,petrol,2.0,0,0,1,0,1,1,infiniti,Other,Infiniti,QX30
audi,q5,Audi Q5,39500.0,2012,2,211.0,1,petrol,2.0,1,1,0,0,0,0,audi,Luxury,Audi,Q5
kia,picanto,Kia Picanto,61999.0,2021,1,84.0,0,petrol,1.2,0,1,1,0,0,0,kia,Budget,Kia,Picanto
volkswagen,beetle,The new Volkswagen Beetle,87000.0,2017,1,105.0,0,petrol,1.2,0,0,0,0,0,0,volkswagen,Other,Volkswagen,Beetle
maxus,euniq 6,Maxus E-uniq 6 E-uniq,215000.0,2024,1,174.0,0,electric,,0,0,0,0,0,0,maxus,Other,Maxus,E-uniq 6
skoda,fabia,Skoda Fabia,55000.0,2018,1,95.0,0,petrol,1.0,0,0,0,0,0,0,skoda,Budget,Skoda,Fabia
alfa romeo,mito,Alfa Romeo Mito / MITO,77000.0,2019,2,170.0,0,petrol,1.4,0,0,0,0,0,0,alfa romeo,Other,Alfa Romeo,Mito
lexus,is300h,Lexus IS300h,148000.0,2020,1,181.0,0,hybrid,2.5,0,0,0,0,0,0,lexus,Luxury,Lexus,IS300h
hyundai,tucson,Hyundai Tucson,98000.0,2019,3,155.0,0,petrol,2.0,0,0,0,0,0,0,hyundai,Budget,Hyundai,Tucson
hyundai,tucson,Hyundai Tucson,69000.0,2016,2,155.0,1,petrol,2.0,0,0,0,0,0,0,hyundai,Budget,Hyundai,Tucson
toyota,corolla,Toyota Corolla,2000.0,2010,2,124.0,0,petrol,1.6,0,0,0,0,0,0,toyota,Budget,Toyota,Corolla
toyota,verso,Toyota Spice Verso,22000.0,2013,3,99.0,0,petrol,1.3,0,0,0,0,0,0,toyota,Budget,Toyota,Verso
jeep,grand cherokee,Jeep / Jeep Grand Cherokee,85000.0,2014,3,282.0,1,petrol,3.6,0,0,0,0,0,0,jeep,Other,Jeep,Grand Cherokee
suzuki,sx4,Suzuki SX4 crossover,48500.0,2015,2,118.0,0,petrol,1.6,0,0,0,0,0,0,suzuki,Budget,Suzuki,SX4 crossover
toyota,corolla hybrid,Toyota Corolla Hybrid,96900.0,2021,1,98.0,0,hybrid,1.8,0,1,0,0,0,0,toyota,Budget,Toyota,Corolla Hybrid
mitsubishi,eclipse cross,Mitsubishi Eclipse Cross,65000.0,2018,2,163.0,0,petrol,1.5,0,0,1,0,1,1,mitsubishi,Other,Mitsubishi,Eclipse Cross
kia,stonic,Kia Stonic,73900.0,2021,1,100.0,0,petrol,1.0,0,1,1,0,0,0,kia,Budget,Kia,Stonic
aiways,u5,Eways U5,143000.0,2023,1,204.0,0,electric,,0,1,0,1,0,0,renault,Budget,Renault,U5
kia,niro phev,Kia Niro PHEV,118000.0,2021,1,141.0,0,hybrid,1.6,0,1,0,0,0,0,kia,Budget,Kia,Niro PHEV
mini,cooper,mini cooper,2000.0,2009,2,175.0,0,petrol,1.6,0,1,0,1,0,0,mini,Other,MINI,Cooper
mercedes-benz,c-class,Mercedes C-Class Coupe / Cabriolet,235000.0,2017,1,258.0,0,petrol,2.0,0,1,1,0,0,0,mercedes,Luxury,Mercedes,C-Class
opel,combo,Opel Combo,59000.0,2020,1,131.0,0,petrol,1.2,0,1,1,0,0,0,opel,Other,Opel,Combo
chevrolet,sonic,Chevrolet Sonic,14900.0,2012,3,116.0,0,electric,1.6,1,1,0,0,0,0,chevrolet,Budget,Chevrolet,Sonic
renault,kangoo,The new Renault Kangoo,25000.0,2018,2,90.0,0,diesel,1.5,1,0,0,1,0,0,renault,Budget,Renault,Kangoo
fiat,500x,Fiat 500X,29500.0,2015,2,140.0,0,petrol,1.4,0,1,1,0,0,0,fiat,Budget,Fiat,500X
skoda,kodiaq,Skoda Kodiaq,115000.0,2019,1,150.0,0,petrol,1.5,0,0,0,0,1,1,skoda,Budget,Skoda,Kodiaq
toyota,rav4 hybrid,Toyota RAV4 Hybrid,98000.0,2018,3,155.0,0,hybrid,2.5,0,0,1,0,1,1,toyota,Budget,Toyota,RAV4 Hybrid
citroën,berlingo,Citroen Berlingo 3rd generation (2018 onwards),72000.0,2020,1,75.0,0,diesel,1.5,0,0,0,0,0,0,citroen,Other,Citroen,Berlingo
mitsubishi,l200,Mitsubishi L200 Hunter 4X4,45000.0,2010,3,178.0,1,diesel,2.5,1,1,0,0,0,0,mitsubishi,Other,Mitsubishi,L200
chevrolet,sonic,Chevrolet Sonic,16900.0,2015,1,101.0,0,electric,1.4,1,0,0,0,0,0,chevrolet,Budget,Chevrolet,Sonic
honda,civic hybrid,Honda Civic Hybrid,16000.0,2008,2,115.0,0,hybrid,1.3,0,1,0,0,0,0,honda,Budget,Honda,Civic Hybrid
chevrolet,silverado 2500,Chevrolet Silverado 2500,75000.0,2014,1,365.0,1,diesel,6.6,0,0,0,0,0,0,chevrolet,Budget,Chevrolet,Silverado 2500
tesla,model 3,Tesla Model 3,229000.0,2022,1,513.0,1,electric,,0,0,0,0,0,0,tesla,Luxury,Tesla,Model 3
hyundai,tarakan,Hyundai Tarakan,23500.0,2007,4,165.0,1,diesel,2.9,0,0,0,0,0,0,hyundai,Budget,Hyundai,Tarakan
nissan,x-trail,Nissan X-Trail,105000.0,2020,2,150.0,0,diesel,1.7,0,0,0,0,0,0,nissan,Budget,Nissan,X-Trail
subaru,crosstrek,Subaru XV,2000.0,2015,3,114.0,1,petrol,1.6,0,0,0,0,0,0,subaru,Other,Subaru,XV
peugeot,208,Peugeot 208,21000.0,2014,2,120.0,0,petrol,1.6,0,0,0,0,0,0,peugeot,Other,Peugeot,208
mitsubishi,outlander,Mitsubishi Outlander,60000.0,2017,2,150.0,0,petrol,2.0,0,0,0,0,0,0,mitsubishi,Other,Mitsubishi,Outlander
mazda,3,Mazda 3,8000.0,2008,3,105.0,0,petrol,1.6,0,0,0,0,0,0,mazda,Other,Mazda,3
mercedes-benz,cls,Mercedes CLS,8000.0,2016,3,333.0,0,petrol,3.5,0,0,0,0,0,0,mercedes,Luxury,Mercedes,CLS
renault,clio,Renault Clio 3rd generation (2006-2014),12000.0,2012,2,75.0,0,petrol,1.1,0,0,0,0,0,0,renault,Budget,Renault,Clio
hyundai,i40,Hyundai i40,25000.0,2013,3,177.0,0,petrol,2.0,0,0,0,0,0,0,hyundai,Budget,Hyundai,i40
toyota,corolla,Toyota Corolla,21500.0,2008,2,124.0,0,petrol,1.6,0,0,0,0,0,0,toyota,Budget,Toyota,Corolla
toyota,c-hr,Toyota C-HR,134000.0,2022,2,98.0,0,hybrid,1.8,0,0,0,0,0,0,toyota,Budget,Toyota,C-HR
volvo,s60,Volvo S60,153400.0,2020,2,190.0,0,petrol,2.0,0,0,0,0,0,0,volvo,Other,Volvo,S60
mitsubishi,outlander,Mitsubishi Outlander,90000.0,2019,2,150.0,0,petrol,2.0,0,0,0,0,0,0,mitsubishi,Other,Mitsubishi,Outlander
mazda,3,Mazda 3,95000.0,2021,1,165.0,0,petrol,2.0,0,0,0,0,0,0,mazda,Other,Mazda,3
ford,explorer,Ford Explorer,75000.0,2013,2,290.0,1,petrol,3.5,0,0,0,0,0,0,ford,Other,Ford,Explorer
suzuki,grand vitara,Suzuki Grand Vitra,52000.0,2010,4,166.0,1,petrol,2.4,1,1,0,0,0,0,suzuki,Budget,Suzuki,Grand Vitra
bmw,5 series,BMW 5 Series,84900.0,2015,3,184.0,0,petrol,2.0,1,1,0,0,0,0,bmw,Luxury,BMW,5 Series
toyota,yaris hybrid,Toyota Yaris Hybrid,88900.0,2021,2,92.0,0,petrol,1.5,0,0,1,0,1,1,toyota,Budget,Toyota,Yaris Hybrid
chevrolet,silverado 2500,Chevrolet Silverado 2500,65000.0,2016,2,397.0,0,diesel,6.6,1,0,0,0,0,0,chevrolet,Budget,Chevrolet,Silverado 2500
chevrolet,orlando,Chevrolet Orlando,30900.0,2016,2,140.0,0,electric,1.4,0,1,1,0,0,0,chevrolet,Budget,Chevrolet,Orlando
jeep,grand cherokee,Jeep / Jeep Grand Cherokee,139000.0,2014,2,241.0,1,diesel,3.0,0,1,0,0,0,0,jeep,Other,Jeep,Grand Cherokee
ford,explorer,Ford Explorer,74000.0,2013,1,290.0,1,petrol,3.5,1,0,1,0,0,0,ford,Other,Ford,Explorer
peugeot,2008,Peugeot 2008,6900.0,2018,2,110.0,0,petrol,1.2,0,1,1,0,0,0,peugeot,Other,Peugeot,2008
skywell,et5,Skywall ET5,175900.0,2023,0,204.0,0,electric,,0,1,0,0,1,1,skywell,Other,Skywell,ET5
chevrolet,colorado,Chevrolet Colorado ZR2,234900.0,2022,1,308.0,1,electric,3.6,0,1,1,0,0,0,chevrolet,Budget,Chevrolet,Colorado
mazda,3,Mazda 3,95000.0,2021,1,165.0,0,petrol,2.0,0,0,1,0,1,1,mazda,Other,Mazda,3
renault,master,Renault Master short/medium,74900.0,2019,1,150.0,0,diesel,3.5,1,0,0,0,0,0,renault,Budget,Renault,Master
mazda,6,Mazda 6,192990.0,2024,0,195.0,0,petrol,2.5,0,0,1,0,1,1,mazda,Other,Mazda,6
kia,picanto,Kia Picanto,3000.0,2018,2,84.0,0,petrol,1.2,0,1,1,0,0,0,kia,Budget,Kia,Picanto
jeep,wrangler,Jeep / Jeep Wrangler long,155000.0,2010,4,196.0,1,petrol,3.8,0,0,0,0,0,0,jeep,Other,Jeep,Jeep Wrangler
